data,method,clustering,sigma,noise,criteria,rank,Accuracy,Consistency
PANCAN,Random Projection,K-Means,4.0,Laplace,MI,5.0,0.004724641287493282,0.0001680908466742675
PANCAN,Random Projection,K-Means,4.0,Laplace,MI,10.0,0.005951788805365232,9.02833330077374e-05
PANCAN,Random Projection,K-Means,4.0,Laplace,V Measure,2.0,0.009654604730542166,0.006839201848195247
PANCAN,Random Projection,K-Means,4.0,Laplace,V Measure,5.0,0.01152033961874759,0.006769228917840419
PANCAN,Random Projection,K-Means,4.0,Laplace,V Measure,10.0,0.012739621155285085,0.00669067166412026
PANCAN,Random Projection,HC,4.0,Normal,ARI,2.0,0.0035947778592581065,1.0866480473314827e-05
PANCAN,Random Projection,HC,4.0,Normal,ARI,5.0,0.005116406726783989,9.145994265198453e-05
PANCAN,Random Projection,HC,4.0,Normal,ARI,10.0,0.006151080721236391,3.7074046751505016e-05
PANCAN,Random Projection,HC,4.0,Normal,Fowlkes Mallows,2.0,0.23908170576830204,0.22671642346815885
PANCAN,Random Projection,HC,4.0,Normal,Fowlkes Mallows,5.0,0.23597875200169205,0.21754157170921776
PANCAN,Random Projection,HC,4.0,Normal,Fowlkes Mallows,10.0,0.2384310756089959,0.2212829116838428
PANCAN,Random Projection,HC,4.0,Normal,MI,2.0,0.006803397281535669,1.5914565766573212e-05
PANCAN,Random Projection,HC,4.0,Normal,MI,5.0,0.008137378866077771,0.00019573124154262362
PANCAN,Random Projection,HC,4.0,Normal,MI,10.0,0.00799241804621551,8.534853035857926e-05
PANCAN,Random Projection,HC,4.0,Normal,V Measure,2.0,0.013754853274071091,0.00693987567552616
PANCAN,Random Projection,HC,4.0,Normal,V Measure,5.0,0.015022106094794985,0.006994620702394786
PANCAN,Random Projection,HC,4.0,Normal,V Measure,10.0,0.014895315440508898,0.006918133473354324
PANCAN,Random Projection,K-Means,4.0,Normal,ARI,2.0,0.0046677556599211715,9.338391560432747e-05
PANCAN,Random Projection,K-Means,4.0,Normal,ARI,5.0,0.007010170970364593,0.0001030341507669975
PANCAN,Random Projection,K-Means,4.0,Normal,ARI,10.0,0.008460109607005623,0.000293359740166234
PANCAN,Random Projection,K-Means,4.0,Normal,Fowlkes Mallows,2.0,0.2305917247196025,0.20819423395585904
PANCAN,Random Projection,K-Means,4.0,Normal,Fowlkes Mallows,5.0,0.2278139119848641,0.2006806279335494
PANCAN,Random Projection,K-Means,4.0,Normal,Fowlkes Mallows,10.0,0.22883359396358496,0.20049701244260607
PANCAN,Random Projection,K-Means,4.0,Normal,MI,2.0,0.007461710970535209,0.00013417794628989147
PANCAN,Random Projection,K-Means,4.0,Normal,MI,5.0,0.010311166283765414,0.00012546610879182518
PANCAN,Random Projection,K-Means,4.0,Normal,MI,10.0,0.012644285571725174,0.00035514454934497804
PANCAN,Random Projection,K-Means,4.0,Normal,V Measure,2.0,0.014292013877247163,0.006820518812186953
PANCAN,Random Projection,K-Means,4.0,Normal,V Measure,5.0,0.01707067175183304,0.0067272571775050145
PANCAN,Random Projection,K-Means,4.0,Normal,V Measure,10.0,0.01938663903229884,0.006951662619893407
PANCAN,Random Projection,HC,5.0,Laplace,ARI,2.0,0.0019045434438998048,-3.651103051559891e-05
PANCAN,Random Projection,HC,5.0,Laplace,ARI,5.0,0.0019040680848773704,4.058371749037279e-05
PANCAN,Random Projection,HC,5.0,Laplace,ARI,10.0,0.0016955025834833794,-4.923313207534575e-05
PANCAN,Random Projection,HC,5.0,Laplace,Fowlkes Mallows,2.0,0.2373943043087353,0.2259854368528532
PANCAN,Random Projection,HC,5.0,Laplace,Fowlkes Mallows,5.0,0.2343411433716308,0.21799143049814887
PANCAN,Random Projection,HC,5.0,Laplace,Fowlkes Mallows,10.0,0.2332751963899865,0.2238079162672626
PANCAN,Random Projection,HC,5.0,Laplace,MI,2.0,0.001976469474300949,3.407605521899151e-05
PANCAN,Random Projection,HC,5.0,Laplace,MI,5.0,0.0025601437097226127,4.713226780653378e-05
PANCAN,Random Projection,HC,5.0,Laplace,MI,10.0,0.002381491895377544,3.670598791510904e-05
PANCAN,Random Projection,HC,5.0,Laplace,V Measure,2.0,0.008956856915141843,0.006949122038918302
PANCAN,Random Projection,HC,5.0,Laplace,V Measure,5.0,0.009489088450645344,0.006854821672100548
PANCAN,Random Projection,HC,5.0,Laplace,V Measure,10.0,0.00930374406877787,0.006908413633875522
PANCAN,Random Projection,K-Means,5.0,Laplace,ARI,2.0,0.0013580486240077595,-1.864232580603461e-05
PANCAN,Random Projection,K-Means,5.0,Laplace,ARI,5.0,0.0025097945607894328,5.046296668270486e-05
PANCAN,Random Projection,K-Means,5.0,Laplace,ARI,10.0,0.002412234320081307,5.277801362586266e-05
PANCAN,Random Projection,K-Means,5.0,Laplace,Fowlkes Mallows,2.0,0.2281027621175688,0.20732794244744865
PANCAN,Random Projection,K-Means,5.0,Laplace,Fowlkes Mallows,5.0,0.22409925452701795,0.20075629294635866
PANCAN,Random Projection,K-Means,5.0,Laplace,Fowlkes Mallows,10.0,0.2240253439703511,0.2005304463829901
PANCAN,Random Projection,K-Means,5.0,Laplace,MI,2.0,0.0022168971742818773,-5.581595151854955e-05
PANCAN,Random Projection,K-Means,5.0,Laplace,MI,5.0,0.003689446539446093,5.701545913513472e-05
PANCAN,Random Projection,K-Means,5.0,Laplace,MI,10.0,0.0035184173354838016,8.354845015419051e-05
PANCAN,Random Projection,K-Means,5.0,Laplace,V Measure,2.0,0.009082264252263422,0.0066192868524232295
PANCAN,Random Projection,K-Means,5.0,Laplace,V Measure,5.0,0.0104920995681727,0.006660269996541549
PANCAN,Random Projection,K-Means,5.0,Laplace,V Measure,10.0,0.010322264181322349,0.006684340627963804
PANCAN,Random Projection,HC,5.0,Normal,ARI,2.0,0.0027171176926548608,2.7728306396751313e-05
PANCAN,Random Projection,HC,5.0,Normal,ARI,5.0,0.003011755284024061,-0.00011642755930274712
PANCAN,Random Projection,HC,5.0,Normal,ARI,10.0,0.003244125051038537,-1.7454636204102547e-06
PANCAN,Random Projection,HC,5.0,Normal,Fowlkes Mallows,2.0,0.2385479218699199,0.2270297523109469
PANCAN,Random Projection,HC,5.0,Normal,Fowlkes Mallows,5.0,0.2346632910303829,0.21988611029415026
PANCAN,Random Projection,HC,5.0,Normal,Fowlkes Mallows,10.0,0.2354635880250172,0.22180148269476405
PANCAN,Random Projection,HC,5.0,Normal,MI,2.0,0.0044861209142777175,0.00012747999591925866
PANCAN,Random Projection,HC,5.0,Normal,MI,5.0,0.004755134457746336,-7.121572456000882e-05
PANCAN,Random Projection,HC,5.0,Normal,MI,10.0,0.004593442965522298,3.546920332867494e-05
PANCAN,Random Projection,HC,5.0,Normal,V Measure,2.0,0.01145882319152068,0.007060603365508994
PANCAN,Random Projection,HC,5.0,Normal,V Measure,5.0,0.011665555395546671,0.006753456976357282
PANCAN,Random Projection,HC,5.0,Normal,V Measure,10.0,0.011513819732233891,0.0068916066581168325
PANCAN,Random Projection,K-Means,5.0,Normal,ARI,2.0,0.003091297542124014,-2.474121621153405e-05
PANCAN,Random Projection,K-Means,5.0,Normal,ARI,5.0,0.003951611806488477,1.923840015275862e-05
PANCAN,Random Projection,K-Means,5.0,Normal,ARI,10.0,0.005116783408905186,0.00014018047585479733
PANCAN,Random Projection,K-Means,5.0,Normal,Fowlkes Mallows,2.0,0.2292808567956072,0.20937680229158565
PANCAN,Random Projection,K-Means,5.0,Normal,Fowlkes Mallows,5.0,0.2254233303367925,0.20070308917180496
PANCAN,Random Projection,K-Means,5.0,Normal,Fowlkes Mallows,10.0,0.2261929103253387,0.2006987898893432
PANCAN,Random Projection,K-Means,5.0,Normal,MI,2.0,0.004781345337561838,3.1447434281975445e-05
PANCAN,Random Projection,K-Means,5.0,Normal,MI,5.0,0.005838103319955387,2.432926587063397e-05
PANCAN,Random Projection,K-Means,5.0,Normal,MI,10.0,0.00756987128681272,0.00017098843921538242
PANCAN,Random Projection,K-Means,5.0,Normal,V Measure,2.0,0.011627570772400286,0.00673077455834783
PANCAN,Random Projection,K-Means,5.0,Normal,V Measure,5.0,0.012628224144720751,0.006627633157420329
PANCAN,Random Projection,K-Means,5.0,Normal,V Measure,10.0,0.01434658946097248,0.0067721446204630255
PANCAN,Spectral (NN),HC,0.0,Laplace,ARI,2.0,0.5938007118740459,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,ARI,5.0,0.8603276982382788,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,ARI,10.0,0.6045259603502341,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,Fowlkes Mallows,2.0,0.692154869821219,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,Fowlkes Mallows,5.0,0.8947294528161198,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,Fowlkes Mallows,10.0,0.7200448681039714,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,MI,2.0,0.7485151932904845,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,MI,5.0,0.8562965931428941,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,MI,10.0,0.7867829735316149,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,V Measure,2.0,0.7502853029026262,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,V Measure,5.0,0.8573152007167357,1.0
PANCAN,Spectral (NN),HC,0.0,Laplace,V Measure,10.0,0.7883772814994814,1.0
PANCAN,Spectral (NN),K-Means,0.0,Laplace,ARI,2.0,0.6229766719776526,1.0
PANCAN,Spectral (NN),K-Means,0.0,Laplace,ARI,5.0,0.8354721634870956,0.9515030291530486
PANCAN,Spectral (NN),K-Means,0.0,Laplace,ARI,10.0,0.5390698677859086,0.4796213778519481
PANCAN,Spectral (NN),K-Means,0.0,Laplace,Fowlkes Mallows,2.0,0.7278313843974356,1.0
PANCAN,Spectral (NN),K-Means,0.0,Laplace,Fowlkes Mallows,5.0,0.8759614422139886,0.9641337306867244
PANCAN,Spectral (NN),K-Means,0.0,Laplace,Fowlkes Mallows,10.0,0.670059499871692,0.6412979432519189
PANCAN,Spectral (NN),K-Means,0.0,Laplace,MI,2.0,0.7811400104817998,1.0
PANCAN,Spectral (NN),K-Means,0.0,Laplace,MI,5.0,0.8561462761048767,0.971496271828056
PANCAN,Spectral (NN),K-Means,0.0,Laplace,MI,10.0,0.6936680916670518,0.6710821713336946
PANCAN,Spectral (NN),K-Means,0.0,Laplace,V Measure,2.0,0.7827492743353652,1.0
PANCAN,Spectral (NN),K-Means,0.0,Laplace,V Measure,5.0,0.8571625718754361,0.9717014538413468
PANCAN,Spectral (NN),K-Means,0.0,Laplace,V Measure,10.0,0.6959707968373418,0.6736990188540221
PANCAN,Spectral (NN),HC,0.0,Normal,ARI,2.0,0.5938007118740459,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,ARI,5.0,0.8603276982382788,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,ARI,10.0,0.6045259603502341,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,Fowlkes Mallows,2.0,0.692154869821219,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,Fowlkes Mallows,5.0,0.8947294528161198,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,Fowlkes Mallows,10.0,0.7200448681039714,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,MI,2.0,0.7485151932904845,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,MI,5.0,0.8562965931428941,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,MI,10.0,0.7867829735316149,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,V Measure,2.0,0.7502853029026262,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,V Measure,5.0,0.8573152007167357,1.0
PANCAN,Spectral (NN),HC,0.0,Normal,V Measure,10.0,0.7883772814994814,1.0
PANCAN,Spectral (NN),K-Means,0.0,Normal,ARI,2.0,0.6229766719776526,1.0
PANCAN,Spectral (NN),K-Means,0.0,Normal,ARI,5.0,0.8339199327626693,0.9429231042058692
PANCAN,Spectral (NN),K-Means,0.0,Normal,ARI,10.0,0.5114263794268455,0.4682305877515467
PANCAN,Spectral (NN),K-Means,0.0,Normal,Fowlkes Mallows,2.0,0.7278313843974356,1.0
PANCAN,Spectral (NN),K-Means,0.0,Normal,Fowlkes Mallows,5.0,0.8748794552676098,0.9578349945818244
PANCAN,Spectral (NN),K-Means,0.0,Normal,Fowlkes Mallows,10.0,0.652409988505005,0.6368752058706315
PANCAN,Spectral (NN),K-Means,0.0,Normal,MI,2.0,0.7811400104817998,1.0
PANCAN,Spectral (NN),K-Means,0.0,Normal,MI,5.0,0.8559694771309347,0.9667971439752202
PANCAN,Spectral (NN),K-Means,0.0,Normal,MI,10.0,0.6824931719297942,0.6768047759099112
PANCAN,Spectral (NN),K-Means,0.0,Normal,V Measure,2.0,0.7827492743353652,1.0
PANCAN,Spectral (NN),K-Means,0.0,Normal,V Measure,5.0,0.8569870907007996,0.9670357135901368
PANCAN,Spectral (NN),K-Means,0.0,Normal,V Measure,10.0,0.6848868322839992,0.6793951391361037
PANCAN,Spectral (NN),HC,1.0,Laplace,ARI,2.0,0.6495816568903322,0.7905611374862083
PANCAN,Spectral (NN),HC,1.0,Laplace,ARI,5.0,0.7074248059665759,0.6961112524689345
PANCAN,Spectral (NN),HC,1.0,Laplace,ARI,10.0,0.5768150409641064,0.8418522263250344
PANCAN,Spectral (NN),HC,1.0,Laplace,Fowlkes Mallows,2.0,0.7487943695054338,0.8524726907302892
PANCAN,Spectral (NN),HC,1.0,Laplace,Fowlkes Mallows,5.0,0.7829753130134788,0.7771517907230939
PANCAN,Spectral (NN),HC,1.0,Laplace,Fowlkes Mallows,10.0,0.7056946534807603,0.90111112355385
PANCAN,Spectral (NN),HC,1.0,Laplace,MI,2.0,0.7835831168169854,0.8596720276153869
PANCAN,Spectral (NN),HC,1.0,Laplace,MI,5.0,0.7938288786381936,0.8135026784032302
PANCAN,Spectral (NN),HC,1.0,Laplace,MI,10.0,0.7585396754441222,0.8697848849406699
PANCAN,Spectral (NN),HC,1.0,Laplace,V Measure,2.0,0.7851846166941115,0.8607411217262845
PANCAN,Spectral (NN),HC,1.0,Laplace,V Measure,5.0,0.7953055196834825,0.8148550387893926
PANCAN,Spectral (NN),HC,1.0,Laplace,V Measure,10.0,0.7603865195027107,0.8709057650240783
PANCAN,Spectral (NN),K-Means,1.0,Laplace,ARI,2.0,0.6425576285625336,0.8821520895843061
PANCAN,Spectral (NN),K-Means,1.0,Laplace,ARI,5.0,0.8374145692620302,0.906799289252352
PANCAN,Spectral (NN),K-Means,1.0,Laplace,ARI,10.0,0.5141537142707757,0.4483888114017525
PANCAN,Spectral (NN),K-Means,1.0,Laplace,Fowlkes Mallows,2.0,0.7434882399233682,0.9165920316603506
PANCAN,Spectral (NN),K-Means,1.0,Laplace,Fowlkes Mallows,5.0,0.8773203711132191,0.9304371363442356
PANCAN,Spectral (NN),K-Means,1.0,Laplace,Fowlkes Mallows,10.0,0.6557935324350079,0.6294883533104618
PANCAN,Spectral (NN),K-Means,1.0,Laplace,MI,2.0,0.7819963564859046,0.9026535317484672
PANCAN,Spectral (NN),K-Means,1.0,Laplace,MI,5.0,0.8594827788341752,0.9289649841198466
PANCAN,Spectral (NN),K-Means,1.0,Laplace,MI,10.0,0.6816759505875596,0.6424220304412214
PANCAN,Spectral (NN),K-Means,1.0,Laplace,V Measure,2.0,0.7836054305050909,0.9033949514162648
PANCAN,Spectral (NN),K-Means,1.0,Laplace,V Measure,5.0,0.8604738719688322,0.9294684487218244
PANCAN,Spectral (NN),K-Means,1.0,Laplace,V Measure,10.0,0.6840841424430683,0.6453352438199494
PANCAN,Spectral (NN),HC,1.0,Normal,ARI,2.0,0.6133395130535475,0.8717393964112253
PANCAN,Spectral (NN),HC,1.0,Normal,ARI,5.0,0.7143187425790117,0.6821977364882313
PANCAN,Spectral (NN),HC,1.0,Normal,ARI,10.0,0.6030242470838387,0.9382372890529852
PANCAN,Spectral (NN),HC,1.0,Normal,Fowlkes Mallows,2.0,0.7216154268751755,0.9117967847097792
PANCAN,Spectral (NN),HC,1.0,Normal,Fowlkes Mallows,5.0,0.7885171884480323,0.7668585216920651
PANCAN,Spectral (NN),HC,1.0,Normal,Fowlkes Mallows,10.0,0.7221666973971145,0.9594167205304648
PANCAN,Spectral (NN),HC,1.0,Normal,MI,2.0,0.7691441444130475,0.8930597866346984
PANCAN,Spectral (NN),HC,1.0,Normal,MI,5.0,0.7947391848816461,0.8036622387368223
PANCAN,Spectral (NN),HC,1.0,Normal,MI,10.0,0.7795033044769807,0.9354921210382916
PANCAN,Spectral (NN),HC,1.0,Normal,V Measure,2.0,0.7708486848918136,0.8938916282104523
PANCAN,Spectral (NN),HC,1.0,Normal,V Measure,5.0,0.7962120794539406,0.8050868513252195
PANCAN,Spectral (NN),HC,1.0,Normal,V Measure,10.0,0.7811713462091354,0.9360202032393282
PANCAN,Spectral (NN),K-Means,1.0,Normal,ARI,2.0,0.6275698409166114,0.9585494054094444
PANCAN,Spectral (NN),K-Means,1.0,Normal,ARI,5.0,0.8186917555199288,0.8756559530405961
PANCAN,Spectral (NN),K-Means,1.0,Normal,ARI,10.0,0.5313686147577171,0.4849004910020861
PANCAN,Spectral (NN),K-Means,1.0,Normal,Fowlkes Mallows,2.0,0.73290032341353,0.9712427765471859
PANCAN,Spectral (NN),K-Means,1.0,Normal,Fowlkes Mallows,5.0,0.8639018051059176,0.9082553263777754
PANCAN,Spectral (NN),K-Means,1.0,Normal,Fowlkes Mallows,10.0,0.6663654885186487,0.6496440258851833
PANCAN,Spectral (NN),K-Means,1.0,Normal,MI,2.0,0.7801800657263448,0.9462360332676628
PANCAN,Spectral (NN),K-Means,1.0,Normal,MI,5.0,0.8490556731616743,0.9206097395386076
PANCAN,Spectral (NN),K-Means,1.0,Normal,MI,10.0,0.694405955371889,0.6725514210251108
PANCAN,Spectral (NN),K-Means,1.0,Normal,V Measure,2.0,0.7818051723088196,0.9466521116131852
PANCAN,Spectral (NN),K-Means,1.0,Normal,V Measure,5.0,0.8501247062328083,0.9211797625803928
PANCAN,Spectral (NN),K-Means,1.0,Normal,V Measure,10.0,0.6967051015073882,0.6751806270033374
PANCAN,Spectral (NN),HC,2.0,Laplace,ARI,2.0,0.7345835506945769,0.7657064209976578
PANCAN,Spectral (NN),HC,2.0,Laplace,ARI,5.0,0.7547992622210197,0.7732682582082065
PANCAN,Spectral (NN),HC,2.0,Laplace,ARI,10.0,0.4133832707846561,0.6034487318933468
PANCAN,Spectral (NN),HC,2.0,Laplace,Fowlkes Mallows,2.0,0.8002905426900159,0.8245657904696577
PANCAN,Spectral (NN),HC,2.0,Laplace,Fowlkes Mallows,5.0,0.8169032500386535,0.8326075568558626
PANCAN,Spectral (NN),HC,2.0,Laplace,Fowlkes Mallows,10.0,0.6127241561770806,0.7656374590422576
PANCAN,Spectral (NN),HC,2.0,Laplace,MI,2.0,0.7984785510146455,0.8163431759157379
PANCAN,Spectral (NN),HC,2.0,Laplace,MI,5.0,0.8106316054815019,0.839168713151048
PANCAN,Spectral (NN),HC,2.0,Laplace,MI,10.0,0.6296641944269615,0.7134565036821969
PANCAN,Spectral (NN),HC,2.0,Laplace,V Measure,2.0,0.7999034344751824,0.8176437615395223
PANCAN,Spectral (NN),HC,2.0,Laplace,V Measure,5.0,0.8119801570970219,0.8403231031508164
PANCAN,Spectral (NN),HC,2.0,Laplace,V Measure,10.0,0.6326662119270643,0.7161339504622891
PANCAN,Spectral (NN),K-Means,2.0,Laplace,ARI,2.0,0.7552353223580094,0.8490254052741915
PANCAN,Spectral (NN),K-Means,2.0,Laplace,ARI,5.0,0.7898890861287449,0.9033656053883812
PANCAN,Spectral (NN),K-Means,2.0,Laplace,ARI,10.0,0.4830421527213979,0.406332969449458
PANCAN,Spectral (NN),K-Means,2.0,Laplace,Fowlkes Mallows,2.0,0.8145533323181461,0.8848947145936654
PANCAN,Spectral (NN),K-Means,2.0,Laplace,Fowlkes Mallows,5.0,0.8411980670605462,0.9263173637558604
PANCAN,Spectral (NN),K-Means,2.0,Laplace,Fowlkes Mallows,10.0,0.6401632545835395,0.6094460625276412
PANCAN,Spectral (NN),K-Means,2.0,Laplace,MI,2.0,0.8012721463797168,0.8547407661335082
PANCAN,Spectral (NN),K-Means,2.0,Laplace,MI,5.0,0.8333257712742982,0.9043622863928834
PANCAN,Spectral (NN),K-Means,2.0,Laplace,MI,10.0,0.6473758182917614,0.5882368076047807
PANCAN,Spectral (NN),K-Means,2.0,Laplace,V Measure,2.0,0.8026717831600871,0.8557592813885622
PANCAN,Spectral (NN),K-Means,2.0,Laplace,V Measure,5.0,0.8344998766868926,0.905031144921429
PANCAN,Spectral (NN),K-Means,2.0,Laplace,V Measure,10.0,0.6501020048892273,0.5916936613045345
PANCAN,Spectral (NN),HC,2.0,Normal,ARI,2.0,0.7185556870396294,0.7449809231855907
PANCAN,Spectral (NN),HC,2.0,Normal,ARI,5.0,0.7305056181102918,0.7376304721353539
PANCAN,Spectral (NN),HC,2.0,Normal,ARI,10.0,0.5235337317711725,0.739004450674458
PANCAN,Spectral (NN),HC,2.0,Normal,Fowlkes Mallows,2.0,0.7944273150970634,0.8172016867176811
PANCAN,Spectral (NN),HC,2.0,Normal,Fowlkes Mallows,5.0,0.7988599210152613,0.8046709003197717
PANCAN,Spectral (NN),HC,2.0,Normal,Fowlkes Mallows,10.0,0.6747097221626943,0.8437681395224342
PANCAN,Spectral (NN),HC,2.0,Normal,MI,2.0,0.8073393974641015,0.8423328789765189
PANCAN,Spectral (NN),HC,2.0,Normal,MI,5.0,0.8018321128991996,0.8262757848032115
PANCAN,Spectral (NN),HC,2.0,Normal,MI,10.0,0.7189487696625027,0.8124174671555273
PANCAN,Spectral (NN),HC,2.0,Normal,V Measure,2.0,0.8087361351910528,0.8434986727036218
PANCAN,Spectral (NN),HC,2.0,Normal,V Measure,5.0,0.8032448109922621,0.8275169695736481
PANCAN,Spectral (NN),HC,2.0,Normal,V Measure,10.0,0.7211438608987139,0.8141259292290436
PANCAN,Spectral (NN),K-Means,2.0,Normal,ARI,2.0,0.7115401691844717,0.7613351713505214
PANCAN,Spectral (NN),K-Means,2.0,Normal,ARI,5.0,0.8214946116736818,0.9022144739158798
PANCAN,Spectral (NN),K-Means,2.0,Normal,ARI,10.0,0.4848249811615887,0.4364340313325196
PANCAN,Spectral (NN),K-Means,2.0,Normal,Fowlkes Mallows,2.0,0.7885734993296262,0.8275362469430979
PANCAN,Spectral (NN),K-Means,2.0,Normal,Fowlkes Mallows,5.0,0.8654525693042651,0.9263564472444672
PANCAN,Spectral (NN),K-Means,2.0,Normal,Fowlkes Mallows,10.0,0.6355172316141592,0.6219484156064776
PANCAN,Spectral (NN),K-Means,2.0,Normal,MI,2.0,0.8037578109254055,0.8529994655062982
PANCAN,Spectral (NN),K-Means,2.0,Normal,MI,5.0,0.8516598046796209,0.9212847164756568
PANCAN,Spectral (NN),K-Means,2.0,Normal,MI,10.0,0.6578701009234988,0.6183302213244196
PANCAN,Spectral (NN),K-Means,2.0,Normal,V Measure,2.0,0.8051756713949081,0.8540772570519605
PANCAN,Spectral (NN),K-Means,2.0,Normal,V Measure,5.0,0.8527067305820779,0.9218390222997298
PANCAN,Spectral (NN),K-Means,2.0,Normal,V Measure,10.0,0.6604712177293139,0.6214534232388398
PANCAN,Spectral (NN),HC,3.0,Laplace,ARI,2.0,0.6254499991651583,0.6146413020666001
PANCAN,Spectral (NN),HC,3.0,Laplace,ARI,5.0,0.6945931216946444,0.7155478017534628
PANCAN,Spectral (NN),HC,3.0,Laplace,ARI,10.0,0.4508159881951518,0.6185284984615627
PANCAN,Spectral (NN),HC,3.0,Laplace,Fowlkes Mallows,2.0,0.7187490849820892,0.7117832653426754
PANCAN,Spectral (NN),HC,3.0,Laplace,Fowlkes Mallows,5.0,0.774247462186317,0.7926439557606056
PANCAN,Spectral (NN),HC,3.0,Laplace,Fowlkes Mallows,10.0,0.6419249179099065,0.7763155083417079
PANCAN,Spectral (NN),HC,3.0,Laplace,MI,2.0,0.71640050236377,0.6993404369706682
PANCAN,Spectral (NN),HC,3.0,Laplace,MI,5.0,0.7657840546606264,0.7823773937828157
PANCAN,Spectral (NN),HC,3.0,Laplace,MI,10.0,0.6269722095569442,0.6875240553213214
PANCAN,Spectral (NN),HC,3.0,Laplace,V Measure,2.0,0.7184193757226126,0.7014939748728684
